time,theta,omega,energy
3.419999999999999929e+00,-2.620527904928099949e-01,1.547384750413614229e+00,-8.277888875566311810e+00
3.430000000000000160e+00,-2.464518721923231181e-01,1.572798909683760682e+00,-8.276734226116033710e+00
3.439999999999999947e+00,-2.306042184670077932e-01,1.596731835379302300e+00,-8.275538004332812392e+00
3.450000000000000178e+00,-2.145247885936607535e-01,1.619154139290105210e+00,-8.274301869707958446e+00
3.459999999999999964e+00,-1.982288280235806055e-01,1.640037974725922831e+00,-8.273027685817289978e+00
3.470000000000000195e+00,-1.817318525644672500e-01,1.659357117096751155e+00,-8.271717514577991537e+00
3.479999999999999982e+00,-1.650496317705178739e-01,1.677087041693120284e+00,-8.270373608887238603e+00
3.490000000000000213e+00,-1.481981715715884051e-01,1.693204998092773472e+00,-8.268998403654062912e+00
3.500000000000000000e+00,-1.311936961779541500e-01,1.707690080634080010e+00,-8.267594505257099158e+00
3.510000000000000231e+00,-1.140526293027013527e-01,1.720523294416478111e+00,-8.266164679482292499e+00
3.520000000000000018e+00,-9.679157474904805103e-02,1.731687616314179223e+00,-8.264711838015948331e+00
3.530000000000000249e+00,-7.942729641487156211e-02,1.741168050521116228e+00,-8.263239023589207477e+00
3.540000000000000036e+00,-6.197669777135377672e-02,1.748951678182439906e+00,-8.261749393889793680e+00
3.550000000000000266e+00,-4.445680087688949622e-02,1.755027700710415806e+00,-8.260246204375235379e+00
3.560000000000000053e+00,-2.688472499118783887e-02,1.759387476429915775e+00,-8.258732790138431312e+00
3.570000000000000284e+00,-9.277664857786509928e-03,1.762024550250349986e+00,-8.257212546991040014e+00
3.580000000000000071e+00,8.347131274046459826e-03,1.762934676116243882e+00,-8.255688911942268504e+00
3.589999999999999858e+00,2.597238381486322717e-02,1.762115832047109532e+00,-8.254165343260247312e+00
3.600000000000000089e+00,4.358080411328923293e-02,1.759568227638090399e+00,-8.252645300309850995e+00
3.609999999999999876e+00,6.115511677125635287e-02,1.755294303955333479e+00,-8.251132223364402662e+00
3.620000000000000107e+00,7.867808192015003643e-02,1.749298725823403178e+00,-8.249629513589464835e+00
3.629999999999999893e+00,9.613251738209460662e-02,1.741588366565512080e+00,-8.248140513394195850e+00
3.640000000000000124e+00,1.135013206415227821e-01,1.732172285320122240e+00,-8.246668487340370390e+00
3.649999999999999911e+00,1.307674905537173360e-01,1.721061697118788203e+00,-8.245216603790526122e+00
3.660000000000000142e+00,1.479141487191574234e-01,1.708269935969229048e+00,-8.243787917465477122e+00
3.669999999999999929e+00,1.649245604552226352e-01,1.693812411243812210e+00,-8.242385353067710696e+00
3.680000000000000160e+00,1.817821553000729395e-01,1.677706557726250658e+00,-8.241011690111037069e+00
3.689999999999999947e+00,1.984705469872929395e-01,1.659971779717752227e+00,-8.239669549079051691e+00
3.700000000000000178e+00,2.149735528341196467e-01,1.640629389647585645e+00,-8.238361379015431751e+00
3.709999999999999964e+00,2.312752124907155038e-01,1.619702541671586227e+00,-8.237089446628552025e+00
3.720000000000000195e+00,2.473598060029491841e-01,1.597216160775148497e+00,-8.235855826971420157e+00
3.729999999999999982e+00,2.632118711464472294e-01,1.573196867924457676e+00,-8.234662395736370044e+00
3.740000000000000213e+00,2.788162199952240461e-01,1.547672901830899228e+00,-8.233510823182209393e+00
3.750000000000000000e+00,2.941579546939218637e-01,1.520674037908664955e+00,-8.232402569690410843e+00
3.760000000000000231e+00,3.092224824085377799e-01,1.492231505014517845e+00,-8.231338882926483080e+00
3.770000000000000018e+00,3.239955294364181837e-01,1.462377900561565358e+00,-8.230320796563516339e+00
3.780000000000000249e+00,3.384631544622053734e-01,1.431147104595866582e+00,-8.229349130507086940e+00
3.790000000000000036e+00,3.526117609522647078e-01,1.398574193416000977e+00,-8.228424492544577973e+00
3.800000000000000266e+00,3.664281086858528491e-01,1.364695353301625058e+00,-8.227547281327856510e+00
3.810000000000000053e+00,3.798993244268505931e-01,1.329547794897916857e+00,-8.226717690586099252e+00
3.820000000000000284e+00,3.930129117452353382e-01,1.293169668779031278e+00,-8.225935714455561154e+00
3.830000000000000071e+00,4.057567600025591137e-01,1.255599982685720040e+00,-8.225201153805445031e+00
3.839999999999999858e+00,4.181191525204905335e-01,1.216878520900566141e+00,-8.224513623433448828e+00
3.850000000000000089e+00,4.300887739559400846e-01,1.177045766189348752e+00,-8.223872560001403542e+00
3.859999999999999876e+00,4.416547169103837156e-01,1.136142824699377663e+00,-8.223277230580194441e+00
3.870000000000000107e+00,4.528064878047092789e-01,1.094211354165736561e+00,-8.222726741674215134e+00
3.879999999999999893e+00,4.635340120542116860e-01,1.051293495734741512e+00,-8.222220048598314790e+00
3.890000000000000124e+00,4.738276385812406066e-01,1.007431809671048839e+00,-8.221755965084859952e+00
3.899999999999999911e+00,4.836781437054518684e-01,9.626692151711990775e-01,-8.221333173004733652e+00
3.910000000000000142e+00,4.930767344536198804e-01,9.170489344624064287e-01,-8.220950232093519716e+00
3.919999999999999929e+00,5.020150513325394304e-01,8.706144413215075595e-01,-8.220605589582994810e+00
3.930000000000000160e+00,5.104851706096746877e-01,8.234094141055530169e-01,-8.220297589647630687e+00
3.939999999999999947e+00,5.184796061469170159e-01,7.754776933429021746e-01,-8.220024482586325121e+00
3.950000000000000178e+00,5.259913108330924736e-01,7.268632438921782679e-01,-8.219784433670652035e+00
3.959999999999999964e+00,5.330136776607349303e-01,6.776101216363242807e-01,-8.219575531602238527e+00
3.970000000000000195e+00,5.395405404921191916e-01,6.277624446405064562e-01,-8.219395796533547127e+00
3.979999999999999982e+00,5.455661745586514177e-01,5.773643686659384322e-01,-8.219243187617919943e+00
3.990000000000000213e+00,5.510852967364661126e-01,5.264600668970073061e-01,-8.219115610066248578e+00
4.000000000000000000e+00,5.560930656394836857e-01,4.750937137065053273e-01,-8.219010921698711059e+00
4.009999999999999787e+00,5.605850815692833278e-01,4.233094722534082033e-01,-8.218926938990955833e+00
4.020000000000000462e+00,5.645573863589481434e-01,3.711514856795657402e-01,-8.218861442624184832e+00
4.030000000000000249e+00,5.680064631455756796e-01,3.186638716459397891e-01,-8.218812182558329127e+00
4.040000000000000036e+00,5.709292361034337127e-01,2.658907199256637655e-01,-8.218776882656310789e+00
4.049999999999999822e+00,5.733230701668131646e-01,2.128760927502296174e-01,-8.218753244895601995e+00
4.060000000000000497e+00,5.751857707684968624e-01,1.596640275865299774e-01,-8.218738953210479536e+00
4.070000000000000284e+00,5.765155836164609360e-01,1.062985420062951825e-01,-8.218731677014803338e+00
4.080000000000000071e+00,5.773111945279707502e-01,5.282364029565051605e-02,-8.218729074460565442e+00
4.089999999999999858e+00,5.775717293366543492e-01,-7.166785589333077300e-04,-8.218728795491962558e+00
4.099999999999999645e+00,5.772967538844540059e-01,-5.427841188112954990e-02,-8.218728484758191399e+00
4.110000000000000320e+00,5.764862741065919227e-01,-1.078175436912924279e-01,-8.218725784450677807e+00
4.120000000000000107e+00,5.751407362138699630e-01,-1.612900348531002837e-01,-8.218718337131889484e+00
4.129999999999999893e+00,5.732610269727719254e-01,-2.146518133664974126e-01,-8.218703788623287210e+00
4.139999999999999680e+00,5.708484740799747437e-01,-2.678587651929421609e-01,-8.218679791019368963e+00
4.150000000000000355e+00,5.679048466240277371e-01,-3.208667259964583240e-01,-8.218644005893118276e+00
4.160000000000000142e+00,5.644323556231497507e-01,-3.736314741791373351e-01,-8.218594107755405886e+00
4.169999999999999929e+00,5.604336546243413597e-01,-4.261087255825325437e-01,-8.218527787827294873e+00
4.179999999999999716e+00,5.559118403453446877e-01,-4.782541302167981345e-01,-8.218442758179357099e+00
4.190000000000000391e+00,5.508704533374235712e-01,-5.300232713674314367e-01,-8.218336756286483080e+00
4.200000000000000178e+00,5.453134786435112069e-01,-5.813716674150481989e-01,-8.218207550039929643e+00
4.209999999999999964e+00,5.392453464230022586e-01,-6.322547766867323560e-01,-8.218052943250830467e+00
4.219999999999999751e+00,5.326709325113778704e-01,-6.826280056381325290e-01,-8.217870781670828961e+00
4.230000000000000426e+00,5.255955588799691158e-01,-7.324467206436134914e-01,-8.217658959546310982e+00
4.240000000000000213e+00,5.180249939585140906e-01,-7.816662636474089876e-01,-8.217415426712614490e+00
4.250000000000000000e+00,5.099654527807676585e-01,-8.302419719018736544e-01,-8.217138196223951141e+00
4.259999999999999787e+00,5.014235969113102209e-01,-8.781292019896268508e-01,-8.216825352503505542e+00
4.270000000000000462e+00,4.924065341098887716e-01,-9.252833582946679014e-01,-8.216475059986573015e+00
4.280000000000000249e+00,4.829218176881479030e-01,-9.716599260535028204e-01,-8.216085572217505018e+00
4.290000000000000036e+00,4.729774455124751142e-01,-1.017214509081058038e+00,-8.215655241349221427e+00
4.299999999999999822e+00,4.625818586059307624e-01,-1.061902872227806549e+00,-8.215182527981836458e+00
4.310000000000000497e+00,4.517439393018704008e-01,-1.105680988584271773e+00,-8.214666011265089551e+00
4.320000000000000284e+00,4.404730089019134875e-01,-1.148505091407111767e+00,-8.214104399177676541e+00
4.330000000000000071e+00,4.287788247913900674e-01,-1.190331730697574697e+00,-8.213496538885690867e+00
4.339999999999999858e+00,4.166715769663094648e-01,-1.231117834318544935e+00,-8.212841427072225642e+00
4.350000000000000533e+00,4.041618839272617114e-01,-1.270820773490998867e+00,-8.212138220121111942e+00
4.360000000000000320e+00,3.912607878974825315e-01,-1.309398432464835338e+00,-8.211386244029895920e+00
4.370000000000000107e+00,3.779797493245926621e-01,-1.346809282113139217e+00,-8.210585003920822800e+00
4.379999999999999893e+00,3.643306406282598164e-01,-1.383012457153436570e+00,-8.209734193013886738e+00
4.389999999999999680e+00,3.503257391592182746e-01,-1.417967836654869140e+00,-8.208833700923143795e+00
4.400000000000000355e+00,3.359777193387090688e-01,-1.451636127446966684e+00,-8.207883621136796037e+00
4.410000000000000142e+00,3.212996439514524960e-01,-1.483978950004350317e+00,-8.206884257542874650e+00
4.419999999999999929e+00,3.063049545697167364e-01,-1.514958926342798717e+00,-8.205836129866138862e+00
4.429999999999999716e+00,2.910074610908718329e-01,-1.544539769426189313e+00,-8.204739977887902214e+00
4.440000000000000391e+00,2.754213303759837084e-01,-1.572686373551435146e+00,-8.203596764328970892e+00
4.450000000000000178e+00,2.595610739824755209e-01,-1.599364905150200133e+00,-8.202407676286913585e+00
4.459999999999999964e+00,2.434415349896125735e-01,-1.624542893422392886e+00,-8.201174125132043358e+00
4.469999999999999751e+00,2.270778739215121855e-01,-1.648189320197686492e+00,-8.199897744782052911e+00
4.480000000000000426e+00,2.104855537784836861e-01,-1.670274708408008957e+00,-8.198580388292818100e+00
4.490000000000000213e+00,1.936803241937112285e-01,-1.690771208546479665e+00,-8.197224122722150952e+00
4.500000000000000000e+00,1.766782047385442311e-01,-1.709652682486920261e+00,-8.195831222244413183e+00
4.509999999999999787e+00,1.594954674058941257e-01,-1.726894784043102149e+00,-8.194404159515871200e+00
4.520000000000000462e+00,1.421486183073864540e-01,-1.742475035658437310e+00,-8.192945595313904761e+00
4.530000000000000249e+00,1.246543786259195069e-01,-1.756372900634951995e+00,-8.191458366496576105e+00
4.540000000000000036e+00,1.070296648710693799e-01,-1.768569850335074634e+00,-8.189945472352684774e+00
4.549999999999999822e+00,8.929156849028957454e-02,-1.779049425820885766e+00,-8.188410059435671684e+00
4.560000000000000497e+00,7.145733489402111838e-02,-1.787797293432803913e+00,-8.186855404996915553e+00
4.570000000000000284e+00,5.354434195759267406e-02,-1.794801293852885671e+00,-8.185284899155174543e+00
4.580000000000000071e+00,3.557007806709530651e-02,-1.800051484246587563e+00,-8.183702025958149662e+00
4.589999999999999858e+00,1.755211978021006813e-02,-1.803540173130460111e+00,-8.182110343509343409e+00
4.600000000000000533e+00,-4.918908237983581240e-04,-1.805261947671224831e+00,-8.180513463348136227e+00
4.610000000000000320e+00,-1.854426902807126271e-02,-1.805213693183356227e+00,-8.178915029282869398e+00
4.620000000000000107e+00,-3.658731051727263234e-02,-1.803394604656918254e+00,-8.177318695885587019e+00
4.629999999999999893e+00,-5.460331449162821732e-02,-1.799806190214199519e+00,-8.175728106862599986e+00
4.639999999999999680e+00,-7.257460677500833512e-02,-1.794452266461826317e+00,-8.174146873517257106e+00
4.650000000000000355e+00,-9.048356283618581852e-02,-1.787338945773668364e+00,-8.172578553520054356e+00
4.660000000000000142e+00,-1.083126306430946817e-01,-1.778474615608103049e+00,-8.171026630196463358e+00
4.669999999999999929e+00,-1.260443532712864356e-01,-1.767869910030248404e+00,-8.169494492534905561e+00
4.679999999999999716e+00,-1.436613911898113882e-01,-1.755537673674745447e+00,-8.167985416106146701e+00
4.690000000000000391e+00,-1.611465441504190965e-01,-1.741492918446795768e+00,-8.166502545071256947e+00
4.700000000000000178e+00,-1.784827726092414746e-01,-1.725752773317676070e+00,-8.165048875438657205e+00
4.709999999999999964e+00,-1.956532186139557095e-01,-1.708336427625170684e+00,-8.163627239711802375e+00
4.719999999999999751e+00,-2.126412260937749765e-01,-1.689265068338684062e+00,-8.162240293048206752e+00
4.730000000000000426e+00,-2.294303604944317454e-01,-1.668561811792673266e+00,-8.160890501028314148e+00
4.740000000000000213e+00,-2.460044277055453421e-01,-1.646251630430043633e+00,-8.159580129109386348e+00
4.750000000000000000e+00,-2.623474922333401960e-01,-1.622361275128929803e+00,-8.158311233815833674e+00
4.759999999999999787e+00,-2.784438945775428165e-01,-1.596919193711592966e+00,-8.157085655693490978e+00
4.770000000000000462e+00,-2.942782677773650990e-01,-1.569955446252860209e+00,-8.155905014031800349e+00
4.780000000000000249e+00,-3.098355530977171535e-01,-1.541501617817557568e+00,-8.154770703335110227e+00
4.790000000000000036e+00,-3.251010148331139882e-01,-1.511590729261801380e+00,-8.153683891502632619e+00
4.799999999999999822e+00,-3.400602542130827244e-01,-1.480257146731945639e+00,-8.152645519656507744e+00
4.810000000000000497e+00,-3.546992223991807247e-01,-1.447536490487659089e+00,-8.151656303539054349e+00
4.820000000000000284e+00,-3.690042325699307013e-01,-1.413465543662329793e+00,-8.150716736384001848e+00
4.830000000000000071e+00,-3.829619710960179835e-01,-1.378082161555123752e+00,-8.149827093152408608e+00
4.839999999999999858e+00,-3.965595078139185770e-01,-1.341425182024993390e+00,-8.148987436012284036e+00
4.850000000000000533e+00,-4.097843054116845352e-01,-1.303534337528206244e+00,-8.148197620931686203e+00
4.860000000000000320e+00,-4.226242279458657936e-01,-1.264450169308048766e+00,-8.147457305248263282e+00
4.870000000000000107e+00,-4.350675485134500864e-01,-1.224213944208800031e+00,-8.146765956073952708e+00
4.879999999999999893e+00,-4.471029561072261127e-01,-1.182867574546399458e+00,-8.146122859391626392e+00
4.889999999999999680e+00,-4.587195616870882175e-01,-1.140453541426019290e+00,-8.145527129700859348e+00
4.900000000000000355e+00,-4.699069035034809660e-01,-1.097014821852531519e+00,-8.144977720072539285e+00
4.910000000000000142e+00,-4.806549517124145687e-01,-1.052594819934185688e+00,-8.144473432476582175e+00
4.919999999999999929e+00,-4.909541123242514571e-01,-1.007237302433183990e+00,-8.144012928253292927e+00
4.929999999999999716e+00,-5.007952305307662444e-01,-9.609863388697632569e-01,-8.143594738606839911e+00
4.940000000000000391e+00,-5.101695934568116764e-01,-9.138862463393145896e-01,-8.143217275008520772e+00
4.950000000000000178e+00,-5.190689323842853087e-01,-8.659815391554219755e-01,-8.142878839407877933e+00
4.959999999999999964e+00,-5.274854244969917616e-01,-8.173168833858537319e-01,-8.142577634161019873e+00
4.969999999999999751e+00,-5.354116941954403242e-01,-7.679370563038507846e-01,-8.142311771597361414e+00
4.980000000000000426e+00,-5.428408140306285601e-01,-7.178869107338086142e-01,-8.142079283158512482e+00
4.990000000000000213e+00,-5.497663053054422377e-01,-6.672113442289177021e-01,-8.141878128055576980e+00
5.000000000000000000e+00,-5.561821383914803407e-01,-6.159552729787138858e-01,-8.141706201403936305e+00
5.009999999999999787e+00,-5.620827328079088803e-01,-5.641636103069864738e-01,-8.141561341807085128e+00
5.020000000000000462e+00,-5.674629571073699363e-01,-5.118812495852282929e-01,-8.141441338373505587e+00
5.030000000000000249e+00,-5.723181286120656575e-01,-4.591530513539062164e-01,-8.141343937162377031e+00
5.040000000000000036e+00,-5.766440130409019593e-01,-4.060238344133542121e-01,-8.141266847065333323e+00
5.049999999999999822e+00,-5.804368240660591205e-01,-3.525383706180956755e-01,-8.141207745142134300e+00
5.060000000000000497e+00,-5.836932228345641516e-01,-2.987413830829224182e-01,-8.141164281438097561e+00
5.070000000000000284e+00,-5.864103174874092383e-01,-2.446775474860965194e-01,-8.141134083320253012e+00
5.080000000000000071e+00,-5.885856627055127133e-01,-1.903914961346012402e-01,-8.141114759377417798e+00
5.089999999999999858e+00,-5.902172593083778729e-01,-1.359278244384295453e-01,-8.141103902936672299e+00
5.100000000000000533e+00,-5.913035539276972896e-01,-8.133109942544375359e-02,-8.141099095255034612e+00
5.110000000000000320e+00,-5.918434387744011538e-01,-2.664586991534188126e-02,-8.141097908450413811e+00
5.120000000000000107e+00,-5.918362515137813862e-01,2.808332203929855136e-02,-8.141097908240132242e+00
5.129999999999999893e+00,-5.912817752593594323e-01,8.281192884508656316e-02,-8.141096656558540090e+00
5.139999999999999680e+00,-5.901802386921393140e-01,1.374953845989466961e-01,-8.141091714127234980e+00
5.150000000000000355e+00,-5.885323163078062247e-01,1.920890922676529167e-01,-8.141080643052509558e+00
5.160000000000000142e+00,-5.863391287903373383e-01,2.465484112261249749e-01,-8.141061009524465319e+00
5.169999999999999929e+00,-5.836022435063893399e-01,3.008286455634830991e-01,-8.141030386691047838e+00
5.179999999999999716e+00,-5.803236751107614388e-01,3.548850335621068774e-01,-8.140986357778002613e+00
5.190000000000000391e+00,-5.765058862492070668e-01,4.086727387487853469e-01,-8.140926519522288629e+00
5.200000000000000178e+00,-5.721517883409209526e-01,4.621468429084501506e-01,-8.140848485982058236e+00
5.209999999999999964e+00,-5.672647424191791243e-01,5.152623414399193358e-01,-8.140749892780730690e+00
5.219999999999999751e+00,-5.618485600048820361e-01,5.679741414195098592e-01,-8.140628401836117689e+00
5.230000000000000426e+00,-5.559075039841731014e-01,6.202370627222631994e-01,-8.140481706617912039e+00
5.240000000000000213e+00,-5.494462894579026369e-01,6.720058425318343742e-01,-8.140307537968316964e+00
5.250000000000000000e+00,-5.424700845274995631e-01,7.232351435487882618e-01,-8.140103670511001255e+00
5.259999999999999787e+00,-5.349845109788401443e-01,7.738795661831072703e-01,-8.139867929663282098e+00
5.270000000000000462e+00,-5.269956448229738966e-01,8.238936649901287268e-01,-8.139598199255189570e+00
5.280000000000000249e+00,-5.185100166501237506e-01,8.732319695799011239e-01,-8.139292429747303714e+00
5.290000000000000036e+00,-5.095346117512337125e-01,9.218490101981148266e-01,-8.138948647026786887e+00
5.299999999999999822e+00,-5.000768699595313782e-01,9.696993481423579198e-01,-8.138564961748178561e+00
5.310000000000000497e+00,-4.901446851631167667e-01,1.016737611140572373e+00,-8.138139579172401383e+00
5.320000000000000284e+00,-4.797464044385172377e-01,1.062918533779336761e+00,-8.137670809444065512e+00
5.330000000000000071e+00,-4.688908267544797948e-01,1.108197003028143834e+00,-8.137157078234023899e+00
5.339999999999999858e+00,-4.575872011950272711e-01,1.152528108862355127e+00,-8.136596937661076723e+00
5.350000000000000533e+00,-4.458452246510042905e-01,1.195867199942239001e+00,-8.135989077394324198e+00
5.360000000000000320e+00,-4.336750389299995345e-01,1.238169944258710409e+00,-8.135332335825795624e+00
5.370000000000000107e+00,-4.210872272356639412e-01,1.279392394608412920e+00,-8.134625711192240871e+00
5.379999999999999893e+00,-4.080928099690619426e-01,1.319491058711979470e+00,-8.133868372515300038e+00
5.389999999999999680e+00,-3.947032398068014980e-01,1.358422973740102790e+00,-8.133059670221062021e+00
5.400000000000000355e+00,-3.809303960132865985e-01,1.396145784962880221e+00,-8.132199146293572767e+00
5.410000000000000142e+00,-3.667865779475257826e-01,1.432617828189275411e+00,-8.131286543812164425e+00
5.419999999999999929e+00,-3.522844977284994572e-01,1.467798215615987667e+00,-8.130321815720089162e+00
5.429999999999999716e+00,-3.374372720271240911e-01,1.501646924659086890e+00,-8.129305132671706957e+00
5.440000000000000391e+00,-3.222584129573383693e-01,1.534124889298053906e+00,-8.128236889807791243e+00
5.450000000000000178e+00,-3.067618180437434172e-01,1.565194093420934518e+00,-8.127117712313365772e+00
5.459999999999999964e+00,-2.909617592485297943e-01,1.594817665621784286e+00,-8.125948459620044417e+00
5.469999999999999751e+00,-2.748728710460807689e-01,1.622959974868024347e+00,-8.124730228125018883e+00
5.480000000000000426e+00,-2.585101375396089418e-01,1.649586726426332861e+00,-8.123464352311664527e+00
5.490000000000000213e+00,-2.418888786204183017e-01,1.674665057411793834e+00,-8.122152404172210183e+00
5.500000000000000000e+00,-2.250247351768256965e-01,1.698163631306726984e+00,-8.120796190850663621e+00
5.509999999999999787e+00,-2.079336533663751763e-01,1.720052730783377504e+00,-8.119397750444244721e+00
5.520000000000000462e+00,-1.906318679716640929e-01,1.740304348158838055e+00,-8.117959345923500436e+00
5.530000000000000249e+00,-1.731358848668122508e-01,1.758892272811527269e+00,-8.116483457154931358e+00
5.540000000000000036e+00,-1.554624626282722077e-01,1.775792174896483555e+00,-8.114972771034592469e+00
5.549999999999999822e+00,-1.376285933302308362e-01,1.790981684711787869e+00,-8.113430169766962408e+00
5.560000000000000497e+00,-1.196514825712186730e-01,1.804440467090645983e+00,-8.111858717349164749e+00
5.570000000000000284e+00,-1.015485287846506351e-01,1.816150290222962038e+00,-8.110261644346577370e+00
5.580000000000000071e+00,-8.333730189180355019e-02,1.826095088346455730e+00,-8.108642331071100884e+00
5.589999999999999858e+00,-6.503552136112017434e-02,1.834261017790219661e+00,-8.107004289297391253e+00
5.600000000000000533e+00,-4.666103374265559434e-02,1.840636505902694786e+00,-8.105351142674880549e+00
5.610000000000000320e+00,-2.823178975088783474e-02,1.845212292450857161e+00,-8.103686606013827287e+00
5.620000000000000107e+00,-9.765820972946710754e-03,1.847981463137367664e+00,-8.102014463641436848e+00
5.629999999999999893e+00,8.718783717474355016e-03,1.848939474946845518e+00,-8.100338547039088510e+00
5.639999999999999680e+00,2.720390195771123926e-02,1.848084173100531080e+00,-8.098662711983410034e+00
5.650000000000000355e+00,4.567140182056170922e-02,1.845415799469563689e+00,-8.096990815422110188e+00
5.660000000000000142e+00,6.410316577975971875e-02,1.840936992370036940e+00,-8.095326692319988027e+00
5.669999999999999929e+00,8.248111463029485224e-02,1.834652777736989648e+00,-8.093674132711292657e+00
5.679999999999999716e+00,1.007872312777227941e-01,1.826570551748599280e+00,-8.092036859191429343e+00
5.690000000000000391e+00,1.190035843116914599e-01,1.816700055045132656e+00,-8.090418505074191913e+00
5.700000000000000178e+00,1.371123512807107814e-01,1.805053338758731307e+00,-8.088822593430190722e+00
5.709999999999999964e+00,1.550958415876993735e-01,1.791644722638989773e+00,-8.087252517208346703e+00
5.719999999999999751e+00,1.729365189290175964e-01,1.776490745624650147e+00,-8.085711520625315174e+00
5.730000000000000426e+00,1.906170232035049317e-01,1.759610109272814471e+00,-8.084202681988116979e+00
5.740000000000000213e+00,2.081201918224346858e-01,1.741023614513137474e+00,-8.082728898093284542e+00
5.750000000000000000e+00,2.254290803562248313e-01,1.720754092244890066e+00,-8.081292870321997057e+00
5.759999999999999787e+00,2.425269824591445023e-01,1.698826328339042124e+00,-8.079897092525634150e+00
5.770000000000000462e+00,2.593974490190655291e-01,1.675266983645164576e+00,-8.078543840770063156e+00
5.780000000000000249e+00,2.760243064854597805e-01,1.650104509633692151e+00,-8.077235164980757887e+00
5.790000000000000036e+00,2.923916743352666936e-01,1.623369060327684466e+00,-8.075972882504625971e+00
5.799999999999999822e+00,3.084839816428781023e-01,1.595092401194601273e+00,-8.074758573578897369e+00
5.810000000000000497e+00,3.242859827272398521e-01,1.565307815677741798e+00,-8.073593578673055049e+00
5.820000000000000284e+00,3.397827718558737442e-01,1.534050010049034407e+00,-8.072478997646717502e+00
5.830000000000000071e+00,3.549597969924187524e-01,1.501355017259971003e+00,-8.071415690645453722e+00
5.839999999999999858e+00,3.698028725809985318e-01,1.467260100455989091e+00,-8.070404280637406558e+00
5.850000000000000533e+00,3.842981913672877670e-01,1.431803656801856839e+00,-8.069445157477131758e+00
5.860000000000000320e+00,3.984323352625074866e-01,1.395025122242084858e+00,-8.068538483369049885e+00
5.870000000000000107e+00,4.121922852626755951e-01,1.356964877791539736e+00,-8.067684199591564465e+00
5.879999999999999893e+00,4.255654304412224698e-01,1.317664157917841417e+00,-8.066882034334373230e+00
5.889999999999999680e+00,4.385395760385084052e-01,1.277164961539345667e+00,-8.066131511495644446e+00
5.900000000000000355e+00,4.511029506768108877e-01,1.235509966121147274e+00,-8.065431960282596791e+00
5.910000000000000142e+00,4.632442127339526095e-01,1.192742445307201082e+00,-8.064782525458509710e+00
5.919999999999999929e+00,4.749524559128883161e-01,1.148906190479942024e+00,-8.064182178080953278e+00
5.929999999999999716e+00,4.862172140482394767e-01,1.104045436590294527e+00,-8.063629726580366253e+00
5.940000000000000391e+00,4.970284651939472775e-01,1.058204792551265205e+00,-8.063123828034102658e+00
5.950000000000000178e+00,5.073766350388934088e-01,1.011429176437959487e+00,-8.062662999499266903e+00
5.959999999999999964e+00,5.172525996995150921e-01,9.637637556863635213e-01,-8.062245629277141390e+00
5.969999999999999751e+00,5.266476879401121858e-01,9.152538924330633208e-01,-8.061869987993016906e+00
5.980000000000000426e+00,5.355536828727208709e-01,8.659450940886620485e-01,-8.061534239387194489e+00
5.990000000000000213e+00,5.439628231891111554e-01,8.158829691893882963e-01,-8.061236450725791869e+00
6.000000000000000000e+00,5.518678039776810929e-01,7.651131885246024167e-01,-8.060974602753381291e+00
6.009999999999999787e+00,5.592617771777685931e-01,7.136814514928965236e-01,-8.060746599123243428e+00
6.020000000000000462e+00,5.661383517232155826e-01,6.616334575964889497e-01,-8.060550275254929176e+00
6.030000000000000249e+00,5.724915934259121597e-01,6.090148829428377875e-01,-8.060383406582625199e+00
6.040000000000000036e+00,5.783160246485463674e-01,5.558713615839999678e-01,-8.060243716171429540e+00
6.049999999999999822e+00,5.836066238139082651e-01,5.022484714883618251e-01,-8.060128881691815295e+00
6.060000000000000497e+00,5.883588247958803086e-01,4.481917249060479169e-01,-8.060036541755117412e+00
6.070000000000000284e+00,5.925685162347036350e-01,3.937465628586327426e-01,-8.059964301624980010e+00
6.080000000000000071e+00,5.962320408162755658e-01,3.389583534557646938e-01,-8.059909738330702567e+00
6.089999999999999858e+00,5.993461945521342260e-01,2.838723937159648436e-01,-8.059870405218878986e+00
6.100000000000000533e+00,6.019082260934449646e-01,2.285339145461770527e-01,-8.059843835989035199e+00
6.110000000000000320e+00,6.039158361087488824e-01,1.729880885145964609e-01,-8.059827548267396224e+00
6.120000000000000107e+00,6.053671767514910984e-01,1.172800400338559895e-01,-8.059819046780223317e+00
6.129999999999999893e+00,6.062608512394441762e-01,6.145485755676927120e-02,-8.059815826194492772e+00
6.140000000000000568e+00,6.065959135641003641e-01,5.557607374475442841e-03,-8.059815373698832275e+00
6.150000000000000355e+00,6.063718683439576207e-01,-5.036665140303021870e-02,-8.059815171401666589e+00
6.160000000000000142e+00,6.055886708313854561e-01,-1.062728511113951169e-01,-8.059812698626503291e+00
6.169999999999999929e+00,6.042467270784593891e-01,-1.621158994738142178e-01,-8.059805434185985717e+00
6.179999999999999716e+00,6.023468942628140699e-01,-2.178506636552547671e-01,-8.059790858716977979e+00
6.190000000000000391e+00,5.998904811702177042e-01,-2.734319548640297692e-01,-8.059766457158429986e+00
6.200000000000000178e+00,5.968792488262303353e-01,-3.288145139334378575e-01,-8.059729721451983409e+00
6.209999999999999964e+00,5.933154112650059764e-01,-3.839529983114280953e-01,-8.059678153542463974e+00
