time,theta,omega,energy
6.099999999999999867e-01,-1.650678744843130097e-01,-1.565690511478709190e+00,-8.450961287590759596e+00
6.199999999999999956e-01,-1.806441809906663420e-01,-1.549570789791956393e+00,-8.449788445238242574e+00
6.300000000000000044e-01,-1.960517640352071045e-01,-1.531945819116194096e+00,-8.448644073823613709e+00
6.400000000000000133e-01,-2.112756736806950530e-01,-1.512836109981393617e+00,-8.447530177577787569e+00
6.500000000000000222e-01,-2.263011733115084523e-01,-1.492263816181284675e+00,-8.446448604077458455e+00
6.600000000000000311e-01,-2.411137557570442458e-01,-1.470252672925869142e+00,-8.445401037108887010e+00
6.700000000000000400e-01,-2.556991587812494360e-01,-1.446827931915168897e+00,-8.444388990814960749e+00
6.800000000000000488e-01,-2.700433799098156396e-01,-1.422016293798077591e+00,-8.443413805132498950e+00
6.900000000000000577e-01,-2.841326905712551754e-01,-1.395845838489827573e+00,-8.442476642511097751e+00
7.000000000000000666e-01,-2.979536495328364842e-01,-1.368345953826430872e+00,-8.441578485889811745e+00
7.099999999999999645e-01,-3.114931156171417137e-01,-1.339547263034606139e+00,-8.440720137893993780e+00
7.199999999999999734e-01,-3.247382596897711582e-01,-1.309481551491282980e+00,-8.439902221201659671e+00
7.299999999999999822e-01,-3.376765759134174316e-01,-1.278181693237973482e+00,-8.439125180017216010e+00
7.399999999999999911e-01,-3.502958922681190801e-01,-1.245681577702355769e+00,-8.438389282580184059e+00
7.500000000000000000e-01,-3.625843803419438460e-01,-1.212016037062598528e+00,-8.437694624628100826e+00
7.600000000000000089e-01,-3.745305644006047263e-01,-1.177220774669585746e+00,-8.437041133725660558e+00
7.700000000000000178e-01,-3.861233297485457405e-01,-1.141332294918617984e+00,-8.436428574366983568e+00
7.800000000000000266e-01,-3.973519303978174655e-01,-1.104387834935731894e+00,-8.435856553754222276e+00
7.900000000000000355e-01,-4.082059960645704755e-01,-1.066425298414864553e+00,-8.435324528153705259e+00
8.000000000000000444e-01,-4.186755385162002630e-01,-1.027483191911094940e+00,-8.434831809730400920e+00
8.100000000000000533e-01,-4.287509572950681802e-01,-9.876005638624859584e-01,-8.434377573762553482e+00
8.200000000000000622e-01,-4.384230448472757335e-01,-9.468169465790311490e-01,-8.433960866140861157e+00
8.300000000000000711e-01,-4.476829910871820695e-01,-9.051723014022339253e-01,-8.433580611060255805e+00
8.399999999999999689e-01,-4.565223874302097307e-01,-8.627069672032944281e-01,-8.433235618817329637e+00
8.499999999999999778e-01,-4.649332303279865575e-01,-8.194616123520710449e-01,-8.432924593632328936e+00
8.599999999999999867e-01,-4.729079243410132527e-01,-7.754771902532575645e-01,-8.432646141421420438e+00
8.699999999999999956e-01,-4.804392847848338866e-01,-7.307948985108598805e-01,-8.432398777452444705e+00
8.800000000000000044e-01,-4.875205399861249345e-01,-6.854561417473474805e-01,-8.432180933825426550e+00
8.900000000000000133e-01,-4.941453331852118658e-01,-6.395024980700338979e-01,-8.431990966727521908e+00
9.000000000000000222e-01,-5.003077241212847692e-01,-5.929756891445331357e-01,-8.431827163420866356e+00
9.100000000000000311e-01,-5.060021903360261142e-01,-5.459175538037313036e-01,-8.431687748930592363e+00
9.200000000000000400e-01,-5.112236282304987167e-01,-4.983700250907781015e-01,-8.431570892409094853e+00
9.300000000000000488e-01,-5.159673539089839611e-01,-4.503751106062759968e-01,-8.431474713161435375e+00
9.400000000000000577e-01,-5.202291038420315816e-01,-4.019748760032512136e-01,-8.431397286325109874e+00
9.500000000000000666e-01,-5.240050353792914395e-01,-3.532114314487215800e-01,-8.431336648205672191e+00
9.599999999999999645e-01,-5.272917271407741024e-01,-3.041269208478139530e-01,-8.431290801277256719e+00
9.699999999999999734e-01,-5.300861793130405841e-01,-2.547635136054868243e-01,-8.431257718864397788e+00
9.799999999999999822e-01,-5.323858138744781421e-01,-2.051633986820270150e-01,-8.431235349527998579e+00
9.899999999999999911e-01,-5.341884747712966064e-01,-1.553687806816510808e-01,-8.431221621184358028e+00
1.000000000000000000e+00,-5.354924280631987443e-01,-1.054218776987700112e-01,-8.431214444991397272e+00
1.010000000000000009e+00,-5.362963620548616417e-01,-5.536492063379108014e-02,-8.431211719040767605e+00
1.020000000000000018e+00,-5.365993874264293195e-01,-5.240153679740018611e-03,-8.431211331898271766e+00
1.030000000000000027e+00,-5.364010373731905590e-01,4.491016432750118831e-02,-8.431211166037986260e+00
1.040000000000000036e+00,-5.357012677615083929e-01,9.504375800892833626e-02,-8.431209101217602253e+00
1.050000000000000044e+00,-5.345004573049138008e-01,1.451183333099816675e-01,-8.431203017843799330e+00
1.060000000000000053e+00,-5.327994077610840318e-01,1.950915754559669479e-01,-8.431190800376862526e+00
1.070000000000000062e+00,-5.305993441472272032e-01,2.449211473153971030e-01,-8.431170340823415543e+00
1.080000000000000071e+00,-5.279019149682039336e-01,2.945646884892436090e-01,-8.431139542364757489e+00
1.090000000000000080e+00,-5.247091924485582926e-01,3.439798154398819308e-01,-8.431096323166235251e+00
1.100000000000000089e+00,-5.210236727565230597e-01,3.931241229671752491e-01,-8.431038620410115314e+00
1.110000000000000098e+00,-5.168482762050339296e-01,4.419551873306591938e-01,-8.430964394590587219e+00
1.120000000000000107e+00,-5.121863474118498738e-01,4.904305713061624661e-01,-8.430871634105006507e+00
1.130000000000000115e+00,-5.070416553980569008e-01,5.385078314524175402e-01,-8.430758360170036880e+00
1.140000000000000124e+00,-5.014183936015533805e-01,5.861445278482885213e-01,-8.430622632085432500e+00
1.150000000000000133e+00,-4.953211797795911142e-01,6.332982365441717221e-01,-8.430462552861309078e+00
1.159999999999999920e+00,-4.887550557721105915e-01,6.799265649519291577e-01,-8.430276275217423176e+00
1.169999999999999929e+00,-4.817254870954688628e-01,7.259871703764172457e-01,-8.430062007955136494e+00
1.179999999999999938e+00,-4.742383623342451560e-01,7.714377818683197940e-01,-8.429818022694291813e+00
1.189999999999999947e+00,-4.662999922971404199e-01,8.162362255526313115e-01,-8.429542660958402323e+00
1.199999999999999956e+00,-4.579171089015780516e-01,8.603404535598486724e-01,-8.429234341582697354e+00
1.209999999999999964e+00,-4.490968637504897942e-01,9.037085766578026869e-01,-8.428891568410170620e+00
1.219999999999999973e+00,-4.398468263639446763e-01,9.462989006512168011e-01,-8.428512938231623508e+00
1.229999999999999982e+00,-4.301749820277703251e-01,9.880699665836607526e-01,-8.428097148916553039e+00
1.239999999999999991e+00,-4.200897292211382972e-01,1.028980594742742394e+00,-8.427643007672800834e+00
1.250000000000000000e+00,-4.095998765852528756e-01,1.068989932434345036e+00,-8.427149439364324479e+00
1.260000000000000009e+00,-3.987146393958026502e-01,1.108057505455704028e+00,-8.426615494808556761e+00
