time_days,remaining_mass_kg,converted_mass_kg,conversion_efficiency_%,rate_constant
58.855151447744035,61883605.30722783,9938116394.692772,99.38567604963977,1e-06
58.97100804508212,61267239.85746622,9938732760.142534,99.39183998397958,1e-06
59.086864642420196,60657013.45480405,9939342986.545197,99.39794252506114,1e-06
59.20272123975828,60052864.9538618,9939947135.046139,99.403984284366,1e-06
59.318577837096356,59454733.81827276,9940545266.181726,99.40996586728534,1e-06
59.43443443443443,58862560.11461704,9941137439.885384,99.41588787318055,1e-06
59.55029103177252,58276284.506416045,9941723715.493584,99.42175089544335,1e-06
59.66614762911059,57695848.2481874,9942304151.751812,99.42755552155525,1e-06
59.78200422644868,57121193.17955781,9942878806.820442,99.4333023331464,1e-06
59.89786082378675,56552261.71943613,9943447738.280563,99.43899190605381,1e-06
60.013717421124824,55988996.86024315,9944011003.139757,99.44462481037921,1e-06
60.12957401846291,55431342.16219933,9944568657.837801,99.450201610546,1e-06
60.245430615800984,54879241.74767004,9945120758.25233,99.45572286535587,1e-06
60.361287213139065,54332640.29556577,9945667359.704433,99.46118912804484,1e-06
60.477143810477145,53791483.03579963,9946208516.964201,99.46660094633867,1e-06
60.59300040781522,53255715.743798845,9946744284.2562,99.4719588625077,1e-06
60.708857005153305,52725284.73507142,9947274715.264929,99.47726341342123,1e-06
60.82471360249138,52200136.859827325,9947799863.140173,99.48251513060126,1e-06
60.94057019982946,51680219.49765213,9948319780.502348,99.48771454027585,1e-06
61.05642679716754,51165480.552235104,9948834519.447765,99.49286216343174,1e-06
61.17228339450561,50655868.44614861,9949344131.553852,99.49795851586664,1e-06
61.28813999184369,50151332.115680024,9949848667.88432,99.50300410824086,1e-06
61.40399658918177,49651821.00571551,9950348178.994284,99.5079994461285,1e-06
61.51985318651985,49157285.06467369,9950842714.935326,99.51294503006808,1e-06
61.635709783857926,48667674.739491075,9951332325.26051,99.51784135561275,1e-06
61.751566381196014,48182940.97065631,9951817059.029345,99.52268891337988,1e-06
61.86742297853409,47703035.187294595,9952296964.812706,99.52748818910028,1e-06
61.98327957587217,47227909.30230077,9952772090.697699,99.53223966366681,1e-06
62.09913617321025,46757515.70752078,9953242484.292479,99.53694381318267,1e-06
62.21499277054832,46291807.26898169,9953708192.731018,99.54160110900897,1e-06
62.33084936788641,45830737.32216835,9954169262.677832,99.54621201781204,1e-06
62.44670596522448,45374259.66734783,9954625740.332653,99.5507770016102,1e-06
62.562562562562555,44922328.56494012,9955077671.43506,99.55529651782,1e-06
62.67841915990064,44474898.730934724,9955525101.269066,99.5597710193021,1e-06
62.794275757238715,44031925.33235366,9955968074.667646,99.56420095440664,1e-06
62.9101323545768,43593363.98275865,9956406636.01724,99.56858676701818,1e-06
63.025988951914876,43159170.737803765,9956840829.262196,99.5729288966001,1e-06
63.14184554925295,42729302.09083222,9957270697.909168,99.57722777823875,1e-06
63.257702146591036,42303714.96851665,9957696285.031483,99.58148384268692,1e-06
63.37355874392911,41882366.726543605,9958117633.273457,99.58569751640715,1e-06
63.4894153412672,41465215.14534009,9958534784.85466,99.58986922161431,1e-06
63.60527193860527,41052218.42584334,9958947781.574156,99.59399937631801,1e-06
63.72112853594334,40643335.18531248,9959356664.814688,99.59808839436445,1e-06
63.83698513328143,40238524.453181766,9959761475.546818,99.60213668547789,1e-06
63.952841730619504,39837745.666955665,9960162254.333044,99.6061446553017,1e-06
64.06869832795759,39440958.66814402,9960559041.331856,99.61011270543901,1e-06
64.18455492529567,39048123.69823837,9960951876.301762,99.61404123349297,1e-06
64.30041152263374,38659201.39472811,9961340798.605272,99.61793063310654,1e-06
64.41626811997182,38274152.78715606,9961725847.212845,99.621781294002,1e-06
64.5321247173099,37892939.29321404,9962107060.706785,99.62559360201992,1e-06
64.64798131464798,37515522.71487643,9962484477.285124,99.62936793915796,1e-06
64.76383791198606,37141865.23457294,9962858134.765427,99.63310468360892,1e-06
64.87969450932414,36771929.41139916,9963228070.5886,99.63680420979888,1e-06
64.99555110666222,36405678.17736497,9963594321.822636,99.6404668884246,1e-06
65.11140770400029,36043074.83368026,9963956925.166319,99.64409308649056,1e-06
65.22726430133838,35684083.04707768,9964315916.952923,99.64768316734602,1e-06
65.34312089867645,35328666.84617201,9964671333.153828,99.6512374907211,1e-06
65.45897749601454,34976790.617855795,9965023209.382145,99.65475641276308,1e-06
65.5748340933526,34628419.10373084,9965371580.896269,99.65824028607193,1e-06
65.69069069069069,34283517.3965753,9965716482.603424,99.66168945973573,1e-06
65.80654728802877,33942050.93684594,9966057949.063154,99.6651042793656,1e-06
65.92240388536685,33603985.50921523,9966396014.490786,99.66848508713035,1e-06
66.03826048270493,33269287.239142895,9966730712.760857,99.67183222179074,1e-06
66.15411708004301,32937922.589481708,9967062077.410519,99.6751460187335,1e-06
66.26997367738107,32609858.35711699,9967390141.642883,99.67842681000484,1e-06
66.38583027471917,32285061.669639617,9967714938.33036,99.68167492434378,1e-06
66.50168687205723,31963499.982052185,9968036500.017948,99.68489068721506,1e-06
66.61754346939533,31645141.073507957,9968354858.926493,99.68807442084179,1e-06
