x,y,u,v,p,psi
1.1864406779661016,0.03409090909090909,0.0,0.0,0.0,0.0
1.2203389830508475,0.03409090909090909,0.0,0.0,0.0,0.0
1.2542372881355932,0.03409090909090909,0.0,0.0,0.0,0.0
1.2881355932203389,0.03409090909090909,0.0,0.0,0.0,0.0
1.3220338983050848,0.03409090909090909,0.0,0.0,0.0,0.0
1.3559322033898304,0.03409090909090909,0.0,0.0,0.0,0.0
1.3898305084745763,0.03409090909090909,0.0,0.0,0.0,0.0
1.423728813559322,0.03409090909090909,0.0,0.0,0.0,0.0
1.4576271186440677,0.03409090909090909,0.0,0.0,0.0,0.0
1.4915254237288136,0.03409090909090909,0.0,0.0,0.0,0.0
1.5254237288135593,0.03409090909090909,0.0,0.0,0.0,0.0
1.5593220338983051,0.03409090909090909,0.0,0.0,0.0,0.0
1.5932203389830508,0.03409090909090909,0.0,0.0,0.0,0.0
1.6271186440677967,0.03409090909090909,0.0,0.0,0.0,0.0
1.6610169491525424,0.03409090909090909,0.0,0.0,0.0,0.0
1.694915254237288,0.03409090909090909,0.0,0.0,0.0,0.0
1.728813559322034,0.03409090909090909,0.0,0.0,0.0,0.0
1.7627118644067796,0.03409090909090909,0.0,0.0,0.0,0.0
1.7966101694915255,0.03409090909090909,0.0,0.0,0.0,0.0
1.8305084745762712,0.03409090909090909,0.0,0.0,0.0,0.0
1.8644067796610169,0.03409090909090909,0.0,0.0,0.0,0.0
1.8983050847457628,0.03409090909090909,0.0,0.0,0.0,0.0
1.9322033898305084,0.03409090909090909,0.0,0.0,0.0,0.0
1.9661016949152543,0.03409090909090909,0.0,0.0,0.0,0.0
2.0,0.03409090909090909,0.0,0.0,0.0,0.0
0.0,0.06818181818181818,0.0,0.0,0.0,0.0
0.03389830508474576,0.06818181818181818,0.0,0.0,0.0,0.0
0.06779661016949153,0.06818181818181818,0.0,0.0,0.0,0.0
0.1016949152542373,0.06818181818181818,0.0,0.0,0.0,0.0
0.13559322033898305,0.06818181818181818,0.0,0.0,0.0,0.0
0.1694915254237288,0.06818181818181818,0.0,0.0,0.0,0.0
0.2033898305084746,0.06818181818181818,0.0,0.0,0.0,0.0
0.23728813559322035,0.06818181818181818,0.0,0.0,0.0,0.0
0.2711864406779661,0.06818181818181818,0.0,0.0,0.0,0.0
0.3050847457627119,0.06818181818181818,0.0,0.0,0.0,0.0
0.3389830508474576,0.06818181818181818,0.0,0.0,0.0,0.0
0.3728813559322034,0.06818181818181818,0.0,0.0,0.0,0.0
0.4067796610169492,0.06818181818181818,0.0,0.0,0.0,0.0
0.4406779661016949,0.06818181818181818,0.0,0.0,0.0,0.0
0.4745762711864407,0.06818181818181818,0.0,0.0,0.0,0.0
0.5084745762711864,0.06818181818181818,0.0,0.0,0.0,0.0
0.5423728813559322,0.06818181818181818,0.0,0.0,0.0,0.0
0.576271186440678,0.06818181818181818,0.0,0.0,0.0,0.0
0.6101694915254238,0.06818181818181818,0.0,0.0,0.0,0.0
0.6440677966101694,0.06818181818181818,0.0,0.0,0.0,0.0
0.6779661016949152,0.06818181818181818,0.0,0.0,0.0,0.0
0.711864406779661,0.06818181818181818,0.0,0.0,0.0,0.0
0.7457627118644068,0.06818181818181818,0.0,0.0,0.0,0.0
0.7796610169491526,0.06818181818181818,0.0,0.0,0.0,0.0
0.8135593220338984,0.06818181818181818,0.0,0.0,0.0,0.0
0.847457627118644,0.06818181818181818,0.0,0.0,0.0,0.0
0.8813559322033898,0.06818181818181818,0.0,0.0,0.0,0.0
0.9152542372881356,0.06818181818181818,0.0,0.0,0.0,0.0
0.9491525423728814,0.06818181818181818,0.0,0.0,0.0,0.0
0.9830508474576272,0.06818181818181818,0.0,0.0,0.0,0.0
1.0169491525423728,0.06818181818181818,0.0,0.0,0.0,0.0
1.0508474576271187,0.06818181818181818,0.0,0.0,0.0,0.0
1.0847457627118644,0.06818181818181818,0.0,0.0,0.0,0.0
1.11864406779661,0.06818181818181818,0.0,0.0,0.0,0.0
1.152542372881356,0.06818181818181818,0.0,0.0,0.0,0.0
1.1864406779661016,0.06818181818181818,0.0,0.0,0.0,0.0
1.2203389830508475,0.06818181818181818,0.0,0.0,0.0,0.0
1.2542372881355932,0.06818181818181818,0.0,0.0,0.0,0.0
1.2881355932203389,0.06818181818181818,0.0,0.0,0.0,0.0
1.3220338983050848,0.06818181818181818,0.0,0.0,0.0,0.0
1.3559322033898304,0.06818181818181818,0.0,0.0,0.0,0.0
1.3898305084745763,0.06818181818181818,0.0,0.0,0.0,0.0
1.423728813559322,0.06818181818181818,0.0,0.0,0.0,0.0
1.4576271186440677,0.06818181818181818,0.0,0.0,0.0,0.0
1.4915254237288136,0.06818181818181818,0.0,0.0,0.0,0.0
1.5254237288135593,0.06818181818181818,0.0,0.0,0.0,0.0
1.5593220338983051,0.06818181818181818,0.0,0.0,0.0,0.0
1.5932203389830508,0.06818181818181818,0.0,0.0,0.0,0.0
1.6271186440677967,0.06818181818181818,0.0,0.0,0.0,0.0
1.6610169491525424,0.06818181818181818,0.0,0.0,0.0,0.0
1.694915254237288,0.06818181818181818,0.0,0.0,0.0,0.0
1.728813559322034,0.06818181818181818,0.0,0.0,0.0,0.0
1.7627118644067796,0.06818181818181818,0.0,0.0,0.0,0.0
1.7966101694915255,0.06818181818181818,0.0,0.0,0.0,0.0
1.8305084745762712,0.06818181818181818,0.0,0.0,0.0,0.0
1.8644067796610169,0.06818181818181818,0.0,0.0,0.0,0.0
1.8983050847457628,0.06818181818181818,0.0,0.0,0.0,0.0
1.9322033898305084,0.06818181818181818,0.0,0.0,0.0,0.0
1.9661016949152543,0.06818181818181818,0.0,0.0,0.0,0.0
2.0,0.06818181818181818,0.0,0.0,0.0,0.0
0.0,0.10227272727272727,0.0,0.0,0.0,0.0
0.03389830508474576,0.10227272727272727,0.0,0.0,0.0,0.0
0.06779661016949153,0.10227272727272727,0.0,0.0,0.0,0.0
0.1016949152542373,0.10227272727272727,0.0,0.0,0.0,0.0
0.13559322033898305,0.10227272727272727,0.0,0.0,0.0,0.0
0.1694915254237288,0.10227272727272727,0.0,0.0,0.0,0.0
0.2033898305084746,0.10227272727272727,0.0,0.0,0.0,0.0
0.23728813559322035,0.10227272727272727,0.0,0.0,0.0,0.0
0.2711864406779661,0.10227272727272727,0.0,0.0,0.0,0.0
0.3050847457627119,0.10227272727272727,0.0,0.0,0.0,0.0
0.3389830508474576,0.10227272727272727,0.0,0.0,0.0,0.0
0.3728813559322034,0.10227272727272727,0.0,0.0,0.0,0.0
0.4067796610169492,0.10227272727272727,0.0,0.0,0.0,0.0
0.4406779661016949,0.10227272727272727,0.0,0.0,0.0,0.0
0.4745762711864407,0.10227272727272727,0.0,0.0,0.0,0.0
0.5084745762711864,0.10227272727272727,0.0,0.0,0.0,0.0
0.5423728813559322,0.10227272727272727,0.0,0.0,0.0,0.0
0.576271186440678,0.10227272727272727,0.0,0.0,0.0,0.0
0.6101694915254238,0.10227272727272727,0.0,0.0,0.0,0.0
0.6440677966101694,0.10227272727272727,0.0,0.0,0.0,0.0
0.6779661016949152,0.10227272727272727,0.0,0.0,0.0,0.0
0.711864406779661,0.10227272727272727,0.0,0.0,0.0,0.0
0.7457627118644068,0.10227272727272727,0.0,0.0,0.0,0.0
0.7796610169491526,0.10227272727272727,0.0,0.0,0.0,0.0
0.8135593220338984,0.10227272727272727,0.0,0.0,0.0,0.0
0.847457627118644,0.10227272727272727,0.0,0.0,0.0,0.0
0.8813559322033898,0.10227272727272727,0.0,0.0,0.0,0.0
0.9152542372881356,0.10227272727272727,0.0,0.0,0.0,0.0
0.9491525423728814,0.10227272727272727,0.0,0.0,0.0,0.0
0.9830508474576272,0.10227272727272727,0.0,0.0,0.0,0.0
1.0169491525423728,0.10227272727272727,0.0,0.0,0.0,0.0
1.0508474576271187,0.10227272727272727,0.0,0.0,0.0,0.0
1.0847457627118644,0.10227272727272727,0.0,0.0,0.0,0.0
1.11864406779661,0.10227272727272727,0.0,0.0,0.0,0.0
1.152542372881356,0.10227272727272727,0.0,0.0,0.0,0.0
1.1864406779661016,0.10227272727272727,0.0,0.0,0.0,0.0
1.2203389830508475,0.10227272727272727,0.0,0.0,0.0,0.0
1.2542372881355932,0.10227272727272727,0.0,0.0,0.0,0.0
1.2881355932203389,0.10227272727272727,0.0,0.0,0.0,0.0
1.3220338983050848,0.10227272727272727,0.0,0.0,0.0,0.0
1.3559322033898304,0.10227272727272727,0.0,0.0,0.0,0.0
1.3898305084745763,0.10227272727272727,0.0,0.0,0.0,0.0
1.423728813559322,0.10227272727272727,0.0,0.0,0.0,0.0
1.4576271186440677,0.10227272727272727,0.0,0.0,0.0,0.0
1.4915254237288136,0.10227272727272727,0.0,0.0,0.0,0.0
1.5254237288135593,0.10227272727272727,0.0,0.0,0.0,0.0
1.5593220338983051,0.10227272727272727,0.0,0.0,0.0,0.0
1.5932203389830508,0.10227272727272727,0.0,0.0,0.0,0.0
1.6271186440677967,0.10227272727272727,0.0,0.0,0.0,0.0
1.6610169491525424,0.10227272727272727,0.0,0.0,0.0,0.0
1.694915254237288,0.10227272727272727,0.0,0.0,0.0,0.0
1.728813559322034,0.10227272727272727,0.0,0.0,0.0,0.0
1.7627118644067796,0.10227272727272727,0.0,0.0,0.0,0.0
1.7966101694915255,0.10227272727272727,0.0,0.0,0.0,0.0
1.8305084745762712,0.10227272727272727,0.0,0.0,0.0,0.0
1.8644067796610169,0.10227272727272727,0.0,0.0,0.0,0.0
1.8983050847457628,0.10227272727272727,0.0,0.0,0.0,0.0
1.9322033898305084,0.10227272727272727,0.0,0.0,0.0,0.0
1.9661016949152543,0.10227272727272727,0.0,0.0,0.0,0.0
2.0,0.10227272727272727,0.0,0.0,0.0,0.0
0.0,0.13636363636363635,0.0,0.0,0.0,0.0
0.03389830508474576,0.13636363636363635,0.0,0.0,0.0,0.0
0.06779661016949153,0.13636363636363635,0.0,0.0,0.0,0.0
0.1016949152542373,0.13636363636363635,0.0,0.0,0.0,0.0
0.13559322033898305,0.13636363636363635,0.0,0.0,0.0,0.0
0.1694915254237288,0.13636363636363635,0.0,0.0,0.0,0.0
0.2033898305084746,0.13636363636363635,0.0,0.0,0.0,0.0
0.23728813559322035,0.13636363636363635,0.0,0.0,0.0,0.0
0.2711864406779661,0.13636363636363635,0.0,0.0,0.0,0.0
0.3050847457627119,0.13636363636363635,0.0,0.0,0.0,0.0
0.3389830508474576,0.13636363636363635,0.0,0.0,0.0,0.0
0.3728813559322034,0.13636363636363635,0.0,0.0,0.0,0.0
0.4067796610169492,0.13636363636363635,0.0,0.0,0.0,0.0
0.4406779661016949,0.13636363636363635,0.0,0.0,0.0,0.0
0.4745762711864407,0.13636363636363635,0.0,0.0,0.0,0.0
0.5084745762711864,0.13636363636363635,0.0,0.0,0.0,0.0
0.5423728813559322,0.13636363636363635,0.0,0.0,0.0,0.0
0.576271186440678,0.13636363636363635,0.0,0.0,0.0,0.0
0.6101694915254238,0.13636363636363635,0.0,0.0,0.0,0.0
0.6440677966101694,0.13636363636363635,0.0,0.0,0.0,0.0
0.6779661016949152,0.13636363636363635,0.0,0.0,0.0,0.0
0.711864406779661,0.13636363636363635,0.0,0.0,0.0,0.0
0.7457627118644068,0.13636363636363635,0.0,0.0,0.0,0.0
0.7796610169491526,0.13636363636363635,0.0,0.0,0.0,0.0
0.8135593220338984,0.13636363636363635,0.0,0.0,0.0,0.0
0.847457627118644,0.13636363636363635,0.0,0.0,0.0,0.0
0.8813559322033898,0.13636363636363635,0.0,0.0,0.0,0.0
0.9152542372881356,0.13636363636363635,0.0,0.0,0.0,0.0
0.9491525423728814,0.13636363636363635,0.0,0.0,0.0,0.0
0.9830508474576272,0.13636363636363635,0.0,0.0,0.0,0.0
1.0169491525423728,0.13636363636363635,0.0,0.0,0.0,0.0
1.0508474576271187,0.13636363636363635,0.0,0.0,0.0,0.0
1.0847457627118644,0.13636363636363635,0.0,0.0,0.0,0.0
1.11864406779661,0.13636363636363635,0.0,0.0,0.0,0.0
1.152542372881356,0.13636363636363635,0.0,0.0,0.0,0.0
1.1864406779661016,0.13636363636363635,0.0,0.0,0.0,0.0
1.2203389830508475,0.13636363636363635,0.0,0.0,0.0,0.0
1.2542372881355932,0.13636363636363635,0.0,0.0,0.0,0.0
1.2881355932203389,0.13636363636363635,0.0,0.0,0.0,0.0
1.3220338983050848,0.13636363636363635,0.0,0.0,0.0,0.0
1.3559322033898304,0.13636363636363635,0.0,0.0,0.0,0.0
1.3898305084745763,0.13636363636363635,0.0,0.0,0.0,0.0
1.423728813559322,0.13636363636363635,0.0,0.0,0.0,0.0
1.4576271186440677,0.13636363636363635,0.0,0.0,0.0,0.0
1.4915254237288136,0.13636363636363635,0.0,0.0,0.0,0.0
1.5254237288135593,0.13636363636363635,0.0,0.0,0.0,0.0
1.5593220338983051,0.13636363636363635,0.0,0.0,0.0,0.0
1.5932203389830508,0.13636363636363635,0.0,0.0,0.0,0.0
1.6271186440677967,0.13636363636363635,0.0,0.0,0.0,0.0
1.6610169491525424,0.13636363636363635,0.0,0.0,0.0,0.0
