M_TA_uH,M_AB_uH,P_A_W
1.138123123491247,0.0,90.52363569772794
1.138123123491247,0.09999999999999999,90.45900317191773
1.138123123491247,0.19999999999999998,90.26559154751726
1.138123123491247,0.3,89.94484992949837
1.2140913947583347,0.0,89.98121656773878
1.2140913947583347,0.09999999999999999,89.9202137784804
1.2140913947583347,0.19999999999999998,89.73764009103418
1.2140913947583347,0.3,89.43479212033948
1.2951304515320112,0.0,88.70337792708429
1.2951304515320112,0.09999999999999999,88.64658215850513
1.2951304515320112,0.19999999999999998,88.47657655235288
1.2951304515320112,0.3,88.19450005230935
1.3815787622968785,0.0,86.73171303511559
1.3815787622968785,0.09999999999999999,86.67953751435962
1.3815787622968785,0.19999999999999998,86.52334009698376
1.3815787622968785,0.3,86.26410323134365
1.4737973878784927,0.0,84.12864999578909
1.4737973878784927,0.09999999999999999,84.08133991925735
1.4737973878784927,0.19999999999999998,83.93968852755854
1.4737973878784927,0.3,83.704528384322
1.5721714894534031,0.0,80.97335640626858
1.5721714894534031,0.09999999999999999,80.93099590381713
1.5721714894534031,0.19999999999999998,80.80414658868604
1.5721714894534031,0.3,80.59350197577741
1.6771119372169176,0.0,77.35682988789156
1.6771119372169176,0.09999999999999999,77.31935817358067
1.6771119372169176,0.19999999999999998,77.20713320391687
1.6771119372169176,0.3,77.02072317483457
1.7890570264274224,0.0,73.37667257594512
1.7890570264274224,0.09999999999999999,73.34390675601342
1.7890570264274224,0.19999999999999998,73.24576260580662
1.7890570264274224,0.3,73.08269832546178
1.908474307994479,0.0,69.13202488525067
1.908474307994479,0.09999999999999999,69.10368656305414
1.908474307994479,0.19999999999999998,69.01879334116421
1.908474307994479,0.3,68.87770919225657
2.0358625412563187,0.0,64.71905170932668
2.0358625412563187,0.09999999999999999,64.69479462312171
2.0358625412563187,0.19999999999999998,64.622118678785
2.0358625412563187,0.3,64.50130891520318
2.1717537771027824,0.0,60.22725518660734
2.1717537771027824,0.09999999999999999,60.20669154323504
2.1717537771027824,0.19999999999999998,60.145074246565365
2.1717537771027824,0.3,60.042623560105014
2.3167155801440735,0.0,55.73675724456812
2.3167155801440735,0.09999999999999999,55.719481034744845
2.3167155801440735,0.19999999999999998,55.66770858662747
2.3167155801440735,0.3,55.581608002702225
2.4713533992063863,0.0,51.31657399943194
2.4713533992063863,0.09999999999999999,51.30218026097861
2.4713533992063863,0.19999999999999998,51.25904141981249
2.4713533992063863,0.3,51.18728429682654
2.6363130960552077,0.0,47.02380759598789
2.6363130960552077,0.09999999999999999,47.01190721870198
2.6363130960552077,0.19999999999999998,46.976237708956376
2.6363130960552077,0.3,46.916893729760716
2.812283642907603,0.0,42.90361617435207
2.812283642907603,0.09999999999999999,42.89384634339781
2.812283642907603,0.19999999999999998,42.86456021946967
2.812283642907603,0.3,42.81582777404437
3.0000000000000013,0.0,38.98978937748147
3.0000000000000013,0.09999999999999999,38.98182010136013
3.0000000000000013,0.19999999999999998,38.95792938931355
3.0000000000000013,0.3,38.918168501251415
