0.0 0.0 0.5
0.0 0.01 0.51499550161941
0.0 0.02 0.5299640517645717
0.0 0.03 0.5448788923735801
0.0 0.04 0.5597136492671929
0.0 0.05 0.574442516811659
0.0 0.06 0.5890404340586651
0.0 0.07 0.6034832498647264
0.0 0.08 0.617747874769249
0.0 0.09 0.6318124177361016
0.0 0.1 0.6456563062257954
0.0 0.11 0.6592603884513855
0.0 0.12 0.6726070170677604
0.0 0.13 0.6856801139382539
0.0 0.14 0.6984652160025388
0.0 0.15 0.7109495026250039
0.0 0.16 0.7231218051243898
0.0 0.17 0.7349725994665188
0.0 0.18 0.7464939833376622
0.0 0.19 0.7576796390037048
0.0 0.2 0.7685247834990175
0.0 0.21 0.7790261077798122
0.0 0.22 0.789181706522253
0.0 0.23 0.7989910002494707
0.0 0.24 0.8084546514385326
0.0 0.25 0.8175744761936437
0.0 0.26 0.826353352980995
0.0 0.27 0.8347951298093854
0.0 0.28 0.8429045311145473
0.0 0.29 0.8506870654691562
0.0 0.3 0.8581489350995123
0.0 0.31 0.8652969480479719
0.0 0.32 0.8721384336809187
0.0 0.33 0.8786811621082631
0.0 0.34 0.8849332679544502
0.0 0.35000000000000006 0.8909031788043871
0.0 0.36 0.8965995485417504
0.0 0.37 0.9020311957024462
0.0 0.38 0.907207046882843
0.0 0.39 0.9121360851706988
0.0 0.4 0.9168273035060777
0.0 0.41000000000000005 0.9212896628294649
0.0 0.42 0.9255320548339719
0.0 0.43 0.929563269107183
0.0 0.44 0.9333919644249094
0.0 0.45 0.9370266439430035
0.0 0.46 0.9404756340234984
0.0 0.47000000000000005 0.9437470664268327
0.0 0.48 0.9468488636019362
0.0 0.49 0.9497887268097336
0.0 0.5 0.9525741268224334
0.0 0.51 0.9552122969502132
0.0 0.52 0.9577102281579663
0.0 0.53 0.9600746660471863
0.0 0.54 0.9623121094913941
0.0 0.55 0.9644288107273639
0.0 0.56 0.9664307767185175
0.0 0.5700000000000001 0.9683237716209436
0.0 0.58 0.9701133201963637
0.0 0.59 0.9718047120298574
0.0 0.6 0.973403006423134
0.0 0.61 0.9749130378465203
0.0 0.62 0.9763394218445388
0.0 0.63 0.9776865613009677
0.0 0.64 0.9789586529795317
0.0 0.65 0.9801596942659225
0.0 0.66 0.9812934900456455
0.0 0.67 0.9823636596602773
0.0 0.68 0.9833736438921183
0.0 0.6900000000000001 0.9843267119339514
0.0 0.7000000000000001 0.9852259683067269
0.0 0.71 0.9860743596934996
0.0 0.72 0.9868746816628972
0.0 0.73 0.9876295852598377
0.0 0.74 0.988341583445167
0.0 0.75 0.9890130573694068
0.0 0.76 0.9896462624689083
0.0 0.77 0.9902433343754488
0.0 0.78 0.990806294632712
0.0 0.79 0.9913370562151869
0.0 0.8 0.9918374288468401
