time_years,H2SO4_ppm,H2O_ppm,H2_ppm,S_moles,conversion_%
0.0,150.0,29.999999999999996,0.0,0.0,0.0
0.1,149.95000000000002,30.2,0.00028188187499999997,552359033371691.5,0.033333333333333326
1.0,149.50000000000003,32.0,0.00028188187499999997,5523590333716916.0,0.33333333333333337
10.0,145.0,49.99999999999999,0.00028188187499999997,5.523590333716916e+16,3.3333333333333335
50.0,125.0,130.0,0.00028188187499999997,2.761795166858458e+17,16.666666666666664
100.0,100.00000000000001,230.00000000000003,0.00028188187499999997,5.523590333716916e+17,33.33333333333333
200.0,50.00000000000001,430.0,0.00028188187499999997,1.1047180667433832e+18,66.66666666666666
300.0,0.0,630.0,0.00028188187499999997,1.6570771001150748e+18,100.0
